0.005553484,0.004606485,0.004617453
0.005616426,0.005600691,0.005651474
0.006073713,0.006123304,0.006071806
0.009268999,0.00928092,0.009314775
0.01405716,0.01406312,0.01399779
0.01619768,0.01626134,0.01605916
0.01669812,0.01666903,0.01671576
0.03580499,0.03596544,0.03578544
0.04560304,0.04540205,0.04540896
0.0284667,0.02844715,0.02836394
0.07099247,0.07120919,0.07075596
0.09373188,0.0939641,0.09454751
0.04326439,0.04291368,0.04275227
0.1235259,0.1263349,0.1237757
0.1693242,0.1694739,0.1691377
0.05970573,0.05956817,0.05976939
0.1920934,0.1932087,0.1920249
0.2667289,0.2668471,0.2670622
0.08304334,0.08395672,0.08330321
0.2842491,0.2826862,0.2816355
0.3932467,0.3939829,0.3918736
0.2207098,0.219358,0.217437
0.824053,0.8241653,0.8265972
1.140988,1.143246,1.122135
0.493799,0.4921436,0.489934
1.852986,1.866535,1.857014
2.600719,2.608705,2.605299
0.8987937,0.8992527,0.8999958
3.358851,3.36991,3.366871
4.733014,4.730191,4.714777
