0.005886078,0.005831718,0.005856514
0.00622344,0.006339312,0.00643754
0.009436846,0.00947237,0.009434462
0.01574612,0.01555538,0.01569414
0.01644492,0.01662874,0.01646733
0.01815152,0.01819181,0.01883626
0.04442358,0.04428697,0.04430485
0.04529881,0.04538846,0.04555702
0.04918766,0.04931402,0.04904366
0.09216356,0.09147239,0.09204173
0.09512758,0.09492731,0.09575534
0.0984416,0.09772849,0.09843016
0.1644268,0.165246,0.1652946
0.1669037,0.1670392,0.1680634
0.1760945,0.1769509,0.1764746
0.2592609,0.2587552,0.2598748
0.2634292,0.2639346,0.2630968
0.2823493,0.2862628,0.2838757
0.3811448,0.3804171,0.3812575
0.3896165,0.3898609,0.3891158
0.3979585,0.396868,0.3996189
1.106915,1.109431,1.105588
1.11208,1.119068,1.113203
1.163586,1.163759,1.168852
2.569271,2.584634,2.578096
2.584986,2.579119,2.588079
2.647052,2.657157,2.648231
4.686526,4.683422,4.689536
4.72022,4.732954,4.732419
4.812489,4.810496,4.811905
